event_id,session_id,event_type,timestamp,product_id
95,51,add_to_cart,2024-01-03T19:23:41,36
96,52,page_view,2024-01-30T08:29:00,13
97,52,click,2024-01-30T08:29:59,11
98,52,add_to_cart,2024-01-30T08:31:28,28
99,53,page_view,2024-01-05T08:23:00,11
100,54,page_view,2024-01-14T20:52:00,44
101,54,click,2024-01-14T20:52:19,46
102,54,add_to_cart,2024-01-14T20:53:03,19
103,55,page_view,2024-01-13T10:27:00,14
104,56,page_view,2024-01-22T12:26:00,12
105,56,click,2024-01-22T12:26:14,2
106,56,add_to_cart,2024-01-22T12:26:57,16
107,57,page_view,2024-01-12T20:05:00,1
108,57,click,2024-01-12T20:06:00,21
109,58,page_view,2024-01-07T18:45:00,28
110,59,page_view,2024-01-04T23:03:00,4
111,59,click,2024-01-04T23:03:20,31
112,60,page_view,2024-01-26T07:00:00,17
113,60,click,2024-01-26T07:00:29,20
114,61,page_view,2024-01-05T23:02:00,38
115,61,click,2024-01-05T23:02:15,33
116,62,page_view,2024-01-15T10:05:00,21
117,63,page_view,2024-01-11T07:08:00,32
118,64,page_view,2024-01-30T19:18:00,17
119,65,page_view,2024-01-09T22:20:00,28
120,66,page_view,2024-01-25T10:35:00,43
121,67,page_view,2024-01-07T10:03:00,15
122,67,click,2024-01-07T10:03:35,17
123,67,add_to_cart,2024-01-07T10:04:44,28
124,67,purchase,2024-01-07T10:12:26,3
125,68,page_view,2024-01-15T17:45:00,36
126,68,click,2024-01-15T17:45:36,8
127,69,page_view,2024-01-04T17:05:00,14
128,70,page_view,2024-01-17T14:36:00,43
129,70,click,2024-01-17T14:36:42,1
130,71,page_view,2024-01-03T13:49:00,32
131,72,page_view,2024-01-22T09:25:00,24
132,72,click,2024-01-22T09:25:11,21
133,72,add_to_cart,2024-01-22T09:25:31,30
134,73,page_view,2024-01-15T14:38:00,43
135,73,click,2024-01-15T14:38:07,42
136,74,page_view,2024-01-24T10:13:00,4
137,75,page_view,2024-01-24T08:35:00,39
138,75,click,2024-01-24T08:35:30,17
139,75,add_to_cart,2024-01-24T08:36:31,6
140,75,purchase,2024-01-24T08:39:33,11
141,76,page_view,2024-01-13T18:18:00,42
142,77,page_view,2024-01-16T19:47:00,20
143,78,page_view,2024-01-04T17:32:00,13
144,78,click,2024-01-04T17:32:29,31
145,78,add_to_cart,2024-01-04T17:33:55,28
146,79,page_view,2024-01-12T11:27:00,41
147,79,click,2024-01-12T11:27:07,33
148,79,add_to_cart,2024-01-12T11:28:16,44
149,80,page_view,2024-01-05T21:33:00,41
150,81,page_view,2024-01-15T19:05:00,31
151,81,click,2024-01-15T19:05:13,44
152,82,page_view,2024-01-10T07:35:00,5
153,83,page_view,2024-01-17T19:26:00,7
154,83,click,2024-01-17T19:26:51,37
155,84,page_view,2024-01-25T22:01:00,8
156,85,page_view,2024-01-26T11:53:00,26
157,85,click,2024-01-26T11:53:31,46
158,85,add_to_cart,2024-01-26T11:54:56,47
159,86,page_view,2024-01-20T14:21:00,12
160,86,click,2024-01-20T14:21:10,48
161,87,page_view,2024-01-22T09:27:00,35
162,87,click,2024-01-22T09:27:30,8
163,87,add_to_cart,2024-01-22T09:28:41,30
164,88,page_view,2024-01-24T21:19:00,40
165,89,page_view,2024-01-23T18:51:00,20
166,89,click,2024-01-23T18:51:13,1
167,89,add_to_cart,2024-01-23T18:51:25,45
168,90,page_view,2024-01-28T06:13:00,31
169,91,page_view,2024-01-21T23:12:00,6
170,91,click,2024-01-21T23:12:34,10
171,91,purchase,2024-01-21T23:15:50,10
172,92,page_view,2024-01-15T21:30:00,2
173,93,page_view,2024-01-07T15:36:00,26
174,93,click,2024-01-07T15:36:05,7
175,94,page_view,2024-01-28T21:47:00,38
176,94,click,2024-01-28T21:47:40,19
177,94,add_to_cart,2024-01-28T21:48:41,32
178,95,page_view,2024-01-24T21:14:00,46
179,95,click,2024-01-24T21:14:06,28
180,96,page_view,2024-01-09T19:56:00,31
181,96,click,2024-01-09T19:56:44,42
182,96,add_to_cart,2024-01-09T19:57:49,2
183,97,page_view,2024-01-24T12:30:00,23
184,97,click,2024-01-24T12:30:37,15
185,98,page_view,2024-01-28T20:08:00,19
186,99,page_view,2024-01-14T17:50:00,31
187,100,page_view,2024-01-20T12:18:00,45
188,101,page_view,2024-01-07T11:38:00,32
189,101,click,2024-01-07T11:38:31,32
190,101,add_to_cart,2024-01-07T11:39:07,36
191,101,purchase,2024-01-07T11:39:18,23
192,102,page_view,2024-01-12T11:11:00,33
193,102,click,2024-01-12T11:11:09,22
194,102,add_to_cart,2024-01-12T11:12:38,15
195,103,page_view,2024-01-08T21:16:00,22
196,104,page_view,2024-01-25T23:17:00,10
197,105,page_view,2024-01-04T07:59:00,29
198,106,page_view,2024-01-25T09:06:00,40
199,107,page_view,2024-01-18T07:32:00,7
200,107,click,2024-01-18T07:32:12,14
201,108,page_view,2024-01-15T22:31:00,47
202,109,page_view,2024-01-27T10:07:00,13
203,109,click,2024-01-27T10:07:31,50
204,110,page_view,2024-01-11T15:32:00,11
205,110,click,2024-01-11T15:32:28,46
206,111,page_view,2024-01-22T13:09:00,49
207,112,page_view,2024-01-08T10:51:00,28
208,112,click,2024-01-08T10:51:31,30
209,113,page_view,2024-01-01T20:09:00,50
210,113,click,2024-01-01T20:09:56,34
211,114,page_view,2024-01-11T18:49:00,11
212,114,click,2024-01-11T18:49:30,49
213,114,add_to_cart,2024-01-11T18:49:59,37
214,114,purchase,2024-01-11T18:58:52,19
215,115,page_view,2024-01-29T23:55:00,20
216,116,page_view,2024-01-27T14:57:00,34
217,117,page_view,2024-01-21T12:56:00,35
218,118,page_view,2024-01-12T18:49:00,13
219,119,page_view,2024-01-13T10:33:00,35
220,119,click,2024-01-13T10:33:10,33
221,120,page_view,2024-01-25T11:01:00,2
222,121,page_view,2024-01-27T15:46:00,28
223,122,page_view,2024-01-12T14:40:00,33
224,122,click,2024-01-12T14:40:08,49
225,122,purchase,2024-01-12T14:46:05,37
226,123,page_view,2024-01-15T16:15:00,48
227,124,page_view,2024-01-29T23:54:00,39
228,124,click,2024-01-29T23:54:24,19
229,125,page_view,2024-01-05T18:33:00,48
230,125,click,2024-01-05T18:33:25,34
231,126,page_view,2024-01-12T20:06:00,10
232,127,page_view,2024-01-02T19:56:00,9
233,127,click,2024-01-02T19:56:33,5
234,127,add_to_cart,2024-01-02T19:57:50,26
235,128,page_view,2024-01-13T14:37:00,32
236,129,page_view,2024-01-23T21:46:00,27
237,130,page_view,2024-01-23T20:08:00,46
238,130,click,2024-01-23T20:08:38,8
239,131,page_view,2024-01-06T23:23:00,8
240,132,page_view,2024-01-19T15:02:00,34
241,132,click,2024-01-19T15:02:28,20
242,133,page_view,2024-01-26T10:09:00,38
243,133,click,2024-01-26T10:09:24,19
244,133,add_to_cart,2024-01-26T10:10:36,1
245,134,page_view,2024-01-28T07:26:00,31
246,134,click,2024-01-28T07:26:41,29
247,135,page_view,2024-01-24T10:48:00,9
248,135,click,2024-01-24T10:48:34,49
249,135,add_to_cart,2024-01-24T10:49:41,10
250,136,page_view,2024-01-26T19:24:00,15
251,137,page_view,2024-01-22T20:47:00,18
252,138,page_view,2024-01-19T15:35:00,42
253,138,click,2024-01-19T15:35:40,6
254,138,add_to_cart,2024-01-19T15:37:09,35
255,139,page_view,2024-01-02T22:12:00,49
256,139,click,2024-01-02T22:12:06,8
257,140,page_view,2024-01-09T12:15:00,46
258,141,page_view,2024-01-03T23:38:00,21
259,141,click,2024-01-03T23:38:07,32
260,141,purchase,2024-01-03T23:46:27,12
261,142,page_view,2024-01-14T06:55:00,34
262,142,click,2024-01-14T06:55:21,6
263,142,add_to_cart,2024-01-14T06:55:43,35
264,143,page_view,2024-01-05T11:16:00,50
265,143,click,2024-01-05T11:16:24,27
266,143,purchase,2024-01-05T11:22:33,12
267,144,page_view,2024-01-02T15:24:00,7
268,144,click,2024-01-02T15:24:31,21
269,144,add_to_cart,2024-01-02T15:24:56,4
270,145,page_view,2024-01-19T13:31:00,33
271,146,page_view,2024-01-04T14:03:00,21
272,146,click,2024-01-04T14:03:31,5
273,147,page_view,2024-01-29T06:17:00,36
274,148,page_view,2024-01-18T10:19:00,37
275,148,click,2024-01-18T10:19:10,41
276,149,page_view,2024-01-18T11:50:00,16
277,149,click,2024-01-18T11:50:32,36
278,149,purchase,2024-01-18T11:58:55,40
279,150,page_view,2024-01-06T06:03:00,31
280,150,click,2024-01-06T06:03:21,44
281,150,add_to_cart,2024-01-06T06:04:15,41
282,151,page_view,2024-01-10T07:10:00,48
283,151,click,2024-01-10T07:10:09,20
284,151,add_to_cart,2024-01-10T07:10:34,9
285,152,page_view,2024-01-09T19:13:00,40
286,152,click,2024-01-09T19:13:56,21
287,153,page_view,2024-01-21T14:48:00,46
288,153,click,2024-01-21T14:48:20,43
289,154,page_view,2024-01-20T16:01:00,45
290,154,click,2024-01-20T16:01:05,39
291,155,page_view,2024-01-14T23:57:00,45
292,156,page_view,2024-01-18T08:50:00,42
293,157,page_view,2024-01-27T20:43:00,8
294,157,click,2024-01-27T20:43:57,25
295,158,page_view,2024-01-06T06:07:00,30
296,158,click,2024-01-06T06:07:17,29
297,158,add_to_cart,2024-01-06T06:07:29,49
298,159,page_view,2024-01-30T17:12:00,6
299,160,page_view,2024-01-08T13:31:00,24
300,160,click,2024-01-08T13:31:36,46
301,161,page_view,2024-01-07T18:07:00,18
302,161,click,2024-01-07T18:07:36,11
303,162,page_view,2024-01-19T11:04:00,38
304,162,click,2024-01-19T11:04:09,9
305,162,add_to_cart,2024-01-19T11:05:31,15
306,163,page_view,2024-01-09T12:54:00,44
307,163,click,2024-01-09T12:54:49,44
308,164,page_view,2024-01-18T20:00:00,28
309,165,page_view,2024-01-11T19:54:00,27
310,165,click,2024-01-11T19:54:48,34
311,166,page_view,2024-01-29T13:03:00,18
312,167,page_view,2024-01-11T06:25:00,13
313,167,click,2024-01-11T06:25:41,2
314,168,page_view,2024-01-03T13:12:00,11
315,168,click,2024-01-03T13:12:09,41
316,168,purchase,2024-01-03T13:20:22,2
317,169,page_view,2024-01-19T16:53:00,17
318,169,click,2024-01-19T16:53:35,16
319,170,page_view,2024-01-17T13:04:00,50
320,170,click,2024-01-17T13:04:33,49
321,170,add_to_cart,2024-01-17T13:05:40,38
322,170,purchase,2024-01-17T13:06:02,3
323,171,page_view,2024-01-13T16:56:00,45
324,171,click,2024-01-13T16:56:13,4
325,172,page_view,2024-01-10T19:04:00,7
326,173,page_view,2024-01-13T18:06:00,40
327,174,page_view,2024-01-22T06:29:00,25
328,174,click,2024-01-22T06:29:32,40
329,175,page_view,2024-01-22T06:29:00,34
330,175,click,2024-01-22T06:29:17,7
331,175,add_to_cart,2024-01-22T06:30:43,46
332,175,purchase,2024-01-22T06:33:18,37
333,176,page_view,2024-01-17T14:22:00,27
334,176,click,2024-01-17T14:22:44,29
335,176,add_to_cart,2024-01-17T14:23:11,3
336,176,purchase,2024-01-17T14:28:19,38
337,177,page_view,2024-01-21T17:19:00,38
338,178,page_view,2024-01-10T16:18:00,24
339,179,page_view,2024-01-05T07:15:00,33
340,180,page_view,2024-01-02T19:22:00,13
341,181,page_view,2024-01-03T16:12:00,43
342,181,click,2024-01-03T16:12:49,30
343,182,page_view,2024-01-11T15:26:00,22
344,182,click,2024-01-11T15:26:34,3
345,183,page_view,2024-01-21T13:44:00,15
346,183,click,2024-01-21T13:44:18,16
347,184,page_view,2024-01-26T18:13:00,26
348,184,click,2024-01-26T18:13:05,24
349,184,add_to_cart,2024-01-26T18:14:00,2
350,185,page_view,2024-01-05T15:28:00,13
351,186,page_view,2024-01-12T07:01:00,13
352,186,click,2024-01-12T07:01:16,15
353,187,page_view,2024-01-18T13:11:00,13
354,187,click,2024-01-18T13:11:58,17
355,187,purchase,2024-01-18T13:14:20,25
356,188,page_view,2024-01-29T09:21:00,14
357,188,click,2024-01-29T09:21:20,24
358,189,page_view,2024-01-17T19:56:00,46
359,189,click,2024-01-17T19:56:14,9
360,190,page_view,2024-01-12T16:38:00,28
361,191,page_view,2024-01-20T12:54:00,35
362,191,click,2024-01-20T12:54:14,21
363,191,add_to_cart,2024-01-20T12:55:44,18
364,192,page_view,2024-01-19T21:13:00,47
365,192,click,2024-01-19T21:13:35,43
366,193,page_view,2024-01-13T22:23:00,32
367,193,click,2024-01-13T22:23:16,21
368,194,page_view,2024-01-16T21:30:00,18
369,194,click,2024-01-16T21:30:45,38
370,195,page_view,2024-01-15T13:25:00,14
371,195,click,2024-01-15T13:25:29,37
372,195,add_to_cart,2024-01-15T13:26:26,17
373,196,page_view,2024-01-05T08:18:00,29
374,196,click,2024-01-05T08:18:19,38
375,196,add_to_cart,2024-01-05T08:19:34,40
376,197,page_view,2024-01-15T20:27:00,27
377,197,click,2024-01-15T20:27:36,21
378,197,add_to_cart,2024-01-15T20:27:49,12
379,198,page_view,2024-01-03T17:57:00,6
380,198,click,2024-01-03T17:57:37,33
381,198,purchase,2024-01-03T18:02:43,15
382,199,page_view,2024-01-03T17:02:00,35
383,199,click,2024-01-03T17:02:17,44
384,199,add_to_cart,2024-01-03T17:03:05,48
385,200,page_view,2024-01-09T12:45:00,39
386,201,page_view,2024-01-25T23:58:00,17
387,201,click,2024-01-25T23:58:24,19
388,202,page_view,2024-01-13T06:30:00,42
389,202,click,2024-01-13T06:30:53,10
390,203,page_view,2024-01-07T21:14:00,34
391,203,click,2024-01-07T21:14:40,49
392,204,page_view,2024-01-11T08:20:00,13
393,204,click,2024-01-11T08:20:49,27
394,204,add_to_cart,2024-01-11T08:21:56,36
395,204,purchase,2024-01-11T08:23:22,37
396,205,page_view,2024-01-10T06:31:00,43
397,206,page_view,2024-01-14T19:43:00,49
398,206,click,2024-01-14T19:43:54,45
399,207,page_view,2024-01-01T07:59:00,9
400,207,click,2024-01-01T07:59:26,37
401,208,page_view,2024-01-28T18:24:00,14
402,208,purchase,2024-01-28T18:31:35,13
403,209,page_view,2024-01-16T09:21:00,37
404,210,page_view,2024-01-06T09:43:00,36
405,210,click,2024-01-06T09:43:57,45
406,210,purchase,2024-01-06T09:47:23,5
407,211,page_view,2024-01-13T15:13:00,15
408,211,click,2024-01-13T15:13:38,5
409,212,page_view,2024-01-01T11:20:00,27
410,212,click,2024-01-01T11:20:12,9
411,213,page_view,2024-01-03T18:57:00,14
412,213,click,2024-01-03T18:57:18,20
413,213,add_to_cart,2024-01-03T18:58:28,11
414,214,page_view,2024-01-19T12:32:00,46
415,215,page_view,2024-01-01T10:28:00,5
416,216,page_view,2024-01-08T22:21:00,37
417,217,page_view,2024-01-24T08:18:00,42
418,218,page_view,2024-01-23T15:25:00,40
419,219,page_view,2024-01-06T19:29:00,25
420,220,page_view,2024-01-13T07:15:00,11
421,220,click,2024-01-13T07:15:45,35
422,220,add_to_cart,2024-01-13T07:16:03,45
423,221,page_view,2024-01-29T12:58:00,32
424,221,click,2024-01-29T12:58:53,36
425,221,add_to_cart,2024-01-29T12:59:50,5
426,222,page_view,2024-01-25T16:26:00,29
427,222,click,2024-01-25T16:26:18,33
428,222,add_to_cart,2024-01-25T16:26:31,5
429,223,page_view,2024-01-22T20:24:00,22
430,224,page_view,2024-01-01T14:07:00,46
431,225,page_view,2024-01-16T20:04:00,6
432,225,click,2024-01-16T20:04:20,46
433,226,page_view,2024-01-27T14:53:00,11
434,226,click,2024-01-27T14:53:06,39
435,226,add_to_cart,2024-01-27T14:53:53,8
436,227,page_view,2024-01-03T06:43:00,18
437,227,click,2024-01-03T06:43:27,12
438,227,add_to_cart,2024-01-03T06:43:41,44
439,228,page_view,2024-01-02T22:41:00,43
440,229,page_view,2024-01-10T20:03:00,39
441,229,click,2024-01-10T20:03:54,25
442,230,page_view,2024-01-08T12:05:00,2
443,230,click,2024-01-08T12:05:05,22
444,231,page_view,2024-01-29T09:51:00,43
445,231,click,2024-01-29T09:51:15,3
446,231,add_to_cart,2024-01-29T09:51:38,21
447,232,page_view,2024-01-20T12:59:00,35
448,232,click,2024-01-20T12:59:32,8
449,232,add_to_cart,2024-01-20T12:59:55,23
450,233,page_view,2024-01-01T18:41:00,21
451,233,click,2024-01-01T18:41:18,30
452,233,add_to_cart,2024-01-01T18:42:03,42
453,234,page_view,2024-01-29T12:26:00,20
454,235,page_view,2024-01-23T23:50:00,37
455,235,click,2024-01-23T23:50:11,39
456,235,add_to_cart,2024-01-23T23:51:41,45
457,236,page_view,2024-01-30T10:21:00,12
458,237,page_view,2024-01-11T21:04:00,22
459,237,click,2024-01-11T21:04:42,29
460,237,add_to_cart,2024-01-11T21:05:21,33
461,238,page_view,2024-01-01T13:01:00,40
462,239,page_view,2024-01-14T13:39:00,6
463,239,click,2024-01-14T13:39:28,32
464,239,add_to_cart,2024-01-14T13:39:57,25
465,240,page_view,2024-01-30T20:47:00,22
466,240,click,2024-01-30T20:47:25,42
467,240,purchase,2024-01-30T20:55:04,42
468,241,page_view,2024-01-25T06:14:00,47
469,241,click,2024-01-25T06:14:20,14
470,242,page_view,2024-01-22T13:51:00,44
471,243,page_view,2024-01-28T18:33:00,21
472,243,click,2024-01-28T18:33:45,1
473,243,add_to_cart,2024-01-28T18:34:57,5
474,244,page_view,2024-01-05T12:08:00,6
475,244,click,2024-01-05T12:08:40,14
476,244,add_to_cart,2024-01-05T12:09:00,28
477,245,page_view,2024-01-24T12:15:00,28
478,245,click,2024-01-24T12:15:20,20
479,245,add_to_cart,2024-01-24T12:16:27,41
480,246,page_view,2024-01-16T08:23:00,26
481,246,click,2024-01-16T08:23:35,29
482,246,add_to_cart,2024-01-16T08:25:03,48
483,247,page_view,2024-01-05T21:01:00,49
484,247,click,2024-01-05T21:01:59,6
485,248,page_view,2024-01-20T23:09:00,36
486,249,page_view,2024-01-15T15:24:00,36
487,249,purchase,2024-01-15T15:27:19,46
488,250,page_view,2024-01-05T12:00:00,1
489,251,page_view,2024-01-13T19:25:00,48
490,251,click,2024-01-13T19:25:36,20
491,252,page_view,2024-01-02T09:24:00,37
492,252,click,2024-01-02T09:24:53,28
493,253,page_view,2024-01-12T22:45:00,32
494,254,page_view,2024-01-02T18:59:00,28
495,255,page_view,2024-01-27T17:40:00,46
496,256,page_view,2024-01-09T20:43:00,10
497,256,click,2024-01-09T20:43:43,38
498,257,page_view,2024-01-01T09:49:00,6
499,258,page_view,2024-01-19T08:33:00,13
500,259,page_view,2024-01-23T15:32:00,35
501,260,page_view,2024-01-14T08:06:00,41
502,260,click,2024-01-14T08:06:56,23
503,261,page_view,2024-01-24T18:44:00,20
504,261,click,2024-01-24T18:44:15,32
505,261,add_to_cart,2024-01-24T18:44:33,50
506,262,page_view,2024-01-21T15:46:00,28
507,262,click,2024-01-21T15:46:28,12
508,263,page_view,2024-01-06T22:07:00,29
509,263,click,2024-01-06T22:07:18,12
510,263,add_to_cart,2024-01-06T22:07:51,49
511,264,page_view,2024-01-28T19:28:00,41
512,264,purchase,2024-01-28T19:31:50,6
513,265,page_view,2024-01-10T08:24:00,8
514,265,click,2024-01-10T08:24:26,2
515,266,page_view,2024-01-22T09:00:00,4
516,266,click,2024-01-22T09:00:05,43
517,267,page_view,2024-01-04T12:33:00,1
518,267,click,2024-01-04T12:33:38,49
519,267,add_to_cart,2024-01-04T12:34:50,31
520,268,page_view,2024-01-11T17:43:00,22
521,269,page_view,2024-01-12T18:24:00,40
522,269,click,2024-01-12T18:24:27,22
523,269,purchase,2024-01-12T18:31:51,47
524,270,page_view,2024-01-30T10:01:00,39
525,270,click,2024-01-30T10:01:38,18
526,271,page_view,2024-01-08T17:28:00,40
527,272,page_view,2024-01-17T19:42:00,13
528,272,click,2024-01-17T19:42:45,21
529,272,add_to_cart,2024-01-17T19:43:41,3
530,273,page_view,2024-01-22T20:14:00,39
531,273,click,2024-01-22T20:14:52,40
532,274,page_view,2024-01-30T21:42:00,45
533,275,page_view,2024-01-07T10:55:00,34
534,276,page_view,2024-01-02T10:31:00,6
535,276,click,2024-01-02T10:31:48,36
536,277,page_view,2024-01-29T20:07:00,31
537,278,page_view,2024-01-25T08:06:00,28
538,278,purchase,2024-01-25T08:12:34,25
539,279,page_view,2024-01-08T14:42:00,31
540,280,page_view,2024-01-22T10:59:00,35
541,281,page_view,2024-01-11T13:59:00,37
542,282,page_view,2024-01-21T16:24:00,46
543,283,page_view,2024-01-26T23:54:00,28
544,284,page_view,2024-01-04T15:05:00,8
545,284,click,2024-01-04T15:05:52,38
546,285,page_view,2024-01-12T10:54:00,21
547,286,page_view,2024-01-02T23:12:00,25
548,287,page_view,2024-01-22T10:33:00,43
549,288,page_view,2024-01-18T20:20:00,10
550,289,page_view,2024-01-22T20:09:00,39
551,289,click,2024-01-22T20:09:52,43
552,290,page_view,2024-01-11T15:32:00,45
553,290,click,2024-01-11T15:32:59,46
554,291,page_view,2024-01-10T18:03:00,22
555,291,click,2024-01-10T18:03:50,14
556,292,page_view,2024-01-24T07:59:00,50
557,292,click,2024-01-24T07:59:36,47
558,292,add_to_cart,2024-01-24T08:00:06,2
559,293,page_view,2024-01-22T21:22:00,49
560,293,click,2024-01-22T21:22:09,34
561,294,page_view,2024-01-23T23:25:00,7
562,294,click,2024-01-23T23:25:53,38
563,294,purchase,2024-01-23T23:31:11,30
564,295,page_view,2024-01-21T11:36:00,9
565,295,click,2024-01-21T11:36:35,19
566,296,page_view,2024-01-26T12:47:00,42
567,296,click,2024-01-26T12:47:51,37
568,296,add_to_cart,2024-01-26T12:48:19,25
569,297,page_view,2024-01-27T11:59:00,4
570,297,click,2024-01-27T11:59:35,12
571,297,purchase,2024-01-27T12:08:47,42
572,298,page_view,2024-01-14T10:40:00,47
573,298,click,2024-01-14T10:40:07,8
574,298,add_to_cart,2024-01-14T10:41:19,20
575,299,page_view,2024-01-21T18:49:00,45
576,300,page_view,2024-01-03T20:55:00,42
577,300,click,2024-01-03T20:55:45,42
578,300,add_to_cart,2024-01-03T20:55:56,8
579,300,purchase,2024-01-03T20:58:04,32
580,301,page_view,2024-01-21T22:14:00,2
581,301,click,2024-01-21T22:14:41,31
582,301,add_to_cart,2024-01-21T22:15:03,38
583,302,page_view,2024-01-16T19:19:00,37
584,302,click,2024-01-16T19:19:25,5
585,303,page_view,2024-01-13T06:25:00,36
586,304,page_view,2024-01-17T21:04:00,34
587,305,page_view,2024-01-21T09:48:00,49
588,305,click,2024-01-21T09:48:47,8
589,305,add_to_cart,2024-01-21T09:50:13,45
590,306,page_view,2024-01-18T20:51:00,21
591,306,click,2024-01-18T20:51:13,37
592,306,add_to_cart,2024-01-18T20:51:43,6
593,307,page_view,2024-01-28T07:05:00,8
594,307,click,2024-01-28T07:05:28,35
595,307,add_to_cart,2024-01-28T07:05:38,16
596,308,page_view,2024-01-17T15:42:00,35
597,308,click,2024-01-17T15:42:41,32
598,309,page_view,2024-01-12T23:32:00,14
599,310,page_view,2024-01-02T13:02:00,13
600,310,click,2024-01-02T13:02:59,14
601,311,page_view,2024-01-12T14:08:00,47
602,311,purchase,2024-01-12T14:13:21,17
603,312,page_view,2024-01-29T11:25:00,30
604,312,click,2024-01-29T11:25:21,44
605,312,add_to_cart,2024-01-29T11:25:49,35
606,313,page_view,2024-01-09T12:45:00,24
607,313,click,2024-01-09T12:45:46,33
608,314,page_view,2024-01-05T16:50:00,28
609,314,click,2024-01-05T16:50:43,16
610,314,add_to_cart,2024-01-05T16:51:08,35
611,314,purchase,2024-01-05T16:57:56,5
612,315,page_view,2024-01-03T17:58:00,22
613,316,page_view,2024-01-09T06:06:00,25
