user_id,experiment_name,variant,assigned_at
65,product_page_redesign,B,2024-01-30
66,product_page_redesign,A,2024-01-02
67,product_page_redesign,B,2024-01-22
68,product_page_redesign,A,2024-01-28
69,product_page_redesign,B,2024-01-20
70,product_page_redesign,A,2024-01-28
71,product_page_redesign,B,2024-01-03
72,product_page_redesign,A,2024-01-11
73,product_page_redesign,B,2024-01-15
74,product_page_redesign,A,2024-01-29
75,product_page_redesign,B,2024-01-02
76,product_page_redesign,A,2024-01-04
77,product_page_redesign,B,2024-01-17
78,product_page_redesign,A,2024-01-25
79,product_page_redesign,B,2024-01-22
80,product_page_redesign,A,2024-01-24
81,product_page_redesign,B,2024-01-10
82,product_page_redesign,A,2024-01-01
83,product_page_redesign,B,2024-01-19
84,product_page_redesign,A,2024-01-25
85,product_page_redesign,B,2024-01-10
86,product_page_redesign,A,2024-01-21
87,product_page_redesign,B,2024-01-29
88,product_page_redesign,A,2024-01-07
89,product_page_redesign,B,2024-01-11
90,product_page_redesign,A,2024-01-07
91,product_page_redesign,B,2024-01-07
92,product_page_redesign,A,2024-01-10
93,product_page_redesign,B,2024-01-09
94,product_page_redesign,A,2024-01-18
95,product_page_redesign,B,2024-01-11
96,product_page_redesign,A,2024-01-25
97,product_page_redesign,B,2024-01-15
98,product_page_redesign,A,2024-01-22
99,product_page_redesign,B,2024-01-04
100,product_page_redesign,A,2024-01-09
101,product_page_redesign,B,2024-01-05
102,product_page_redesign,A,2024-01-06
103,product_page_redesign,B,2024-01-09
104,product_page_redesign,A,2024-01-04
105,product_page_redesign,B,2024-01-01
106,product_page_redesign,A,2024-01-20
107,product_page_redesign,B,2024-01-18
108,product_page_redesign,A,2024-01-17
109,product_page_redesign,B,2024-01-04
110,product_page_redesign,A,2024-01-07
111,product_page_redesign,B,2024-01-18
112,product_page_redesign,A,2024-01-12
113,product_page_redesign,B,2024-01-18
114,product_page_redesign,A,2024-01-11
115,product_page_redesign,B,2024-01-09
116,product_page_redesign,A,2024-01-05
117,product_page_redesign,B,2024-01-23
118,product_page_redesign,A,2024-01-26
119,product_page_redesign,B,2024-01-10
120,product_page_redesign,A,2024-01-19
121,product_page_redesign,B,2024-01-08
122,product_page_redesign,A,2024-01-06
123,product_page_redesign,B,2024-01-03
124,product_page_redesign,A,2024-01-10
125,product_page_redesign,B,2024-01-20
126,product_page_redesign,A,2024-01-29
127,product_page_redesign,B,2024-01-11
128,product_page_redesign,A,2024-01-18
129,product_page_redesign,B,2024-01-15
130,product_page_redesign,A,2024-01-02
131,product_page_redesign,B,2024-01-05
132,product_page_redesign,A,2024-01-01
133,product_page_redesign,B,2024-01-16
134,product_page_redesign,A,2024-01-29
135,product_page_redesign,B,2024-01-22
136,product_page_redesign,A,2024-01-02
137,product_page_redesign,B,2024-01-04
138,product_page_redesign,A,2024-01-13
139,product_page_redesign,B,2024-01-02
140,product_page_redesign,A,2024-01-03
141,product_page_redesign,B,2024-01-14
142,product_page_redesign,A,2024-01-13
143,product_page_redesign,B,2024-01-06
144,product_page_redesign,A,2024-01-23
145,product_page_redesign,B,2024-01-20
146,product_page_redesign,A,2024-01-29
147,product_page_redesign,B,2024-01-19
148,product_page_redesign,A,2024-01-21
149,product_page_redesign,B,2024-01-27
150,product_page_redesign,A,2024-01-23
151,product_page_redesign,B,2024-01-23
152,product_page_redesign,A,2024-01-15
153,product_page_redesign,B,2024-01-20
154,product_page_redesign,A,2024-01-12
155,product_page_redesign,B,2024-01-10
156,product_page_redesign,A,2024-01-11
157,product_page_redesign,B,2024-01-27
158,product_page_redesign,A,2024-01-07
159,product_page_redesign,B,2024-01-23
160,product_page_redesign,A,2024-01-25
161,product_page_redesign,B,2024-01-22
162,product_page_redesign,A,2024-01-26
163,product_page_redesign,B,2024-01-18
164,product_page_redesign,A,2024-01-03
165,product_page_redesign,B,2024-01-30
166,product_page_redesign,A,2024-01-25
167,product_page_redesign,B,2024-01-25
168,product_page_redesign,A,2024-01-15
169,product_page_redesign,B,2024-01-19
170,product_page_redesign,A,2024-01-05
171,product_page_redesign,B,2024-01-03
172,product_page_redesign,A,2024-01-27
173,product_page_redesign,B,2024-01-26
174,product_page_redesign,A,2024-01-30
175,product_page_redesign,B,2024-01-23
176,product_page_redesign,A,2024-01-15
177,product_page_redesign,B,2024-01-04
178,product_page_redesign,A,2024-01-15
179,product_page_redesign,B,2024-01-10
180,product_page_redesign,A,2024-01-22
181,product_page_redesign,B,2024-01-21
182,product_page_redesign,A,2024-01-23
183,product_page_redesign,B,2024-01-25
184,product_page_redesign,A,2024-01-15
185,product_page_redesign,B,2024-01-16
186,product_page_redesign,A,2024-01-08
187,product_page_redesign,B,2024-01-08
188,product_page_redesign,A,2024-01-05
189,product_page_redesign,B,2024-01-28
190,product_page_redesign,A,2024-01-29
191,product_page_redesign,B,2024-01-20
192,product_page_redesign,A,2024-01-09
193,product_page_redesign,B,2024-01-30
194,product_page_redesign,A,2024-01-12
195,product_page_redesign,B,2024-01-13
196,product_page_redesign,A,2024-01-06
197,product_page_redesign,B,2024-01-23
198,product_page_redesign,A,2024-01-30
199,product_page_redesign,B,2024-01-22
200,product_page_redesign,A,2024-01-11
201,product_page_redesign,B,2024-01-26
202,product_page_redesign,A,2024-01-28
203,product_page_redesign,B,2024-01-29
204,product_page_redesign,A,2024-01-11
205,product_page_redesign,B,2024-01-15
206,product_page_redesign,A,2024-01-16
207,product_page_redesign,B,2024-01-01
208,product_page_redesign,A,2024-01-03
209,product_page_redesign,B,2024-01-16
210,product_page_redesign,A,2024-01-04
211,product_page_redesign,B,2024-01-12
212,product_page_redesign,A,2024-01-16
213,product_page_redesign,B,2024-01-15
214,product_page_redesign,A,2024-01-28
215,product_page_redesign,B,2024-01-06
216,product_page_redesign,A,2024-01-10
217,product_page_redesign,B,2024-01-25
218,product_page_redesign,A,2024-01-12
219,product_page_redesign,B,2024-01-20
220,product_page_redesign,A,2024-01-19
221,product_page_redesign,B,2024-01-05
222,product_page_redesign,A,2024-01-17
223,product_page_redesign,B,2024-01-04
224,product_page_redesign,A,2024-01-13
225,product_page_redesign,B,2024-01-27
226,product_page_redesign,A,2024-01-23
227,product_page_redesign,B,2024-01-26
228,product_page_redesign,A,2024-01-04
229,product_page_redesign,B,2024-01-11
230,product_page_redesign,A,2024-01-18
231,product_page_redesign,B,2024-01-21
232,product_page_redesign,A,2024-01-03
233,product_page_redesign,B,2024-01-26
234,product_page_redesign,A,2024-01-10
235,product_page_redesign,B,2024-01-18
236,product_page_redesign,A,2024-01-15
237,product_page_redesign,B,2024-01-13
238,product_page_redesign,A,2024-01-19
239,product_page_redesign,B,2024-01-14
240,product_page_redesign,A,2024-01-08
241,product_page_redesign,B,2024-01-20
242,product_page_redesign,A,2024-01-08
243,product_page_redesign,B,2024-01-18
244,product_page_redesign,A,2024-01-06
245,product_page_redesign,B,2024-01-16
246,product_page_redesign,A,2024-01-13
247,product_page_redesign,B,2024-01-03
248,product_page_redesign,A,2024-01-11
249,product_page_redesign,B,2024-01-07
250,product_page_redesign,A,2024-01-27
251,product_page_redesign,B,2024-01-23
252,product_page_redesign,A,2024-01-19
253,product_page_redesign,B,2024-01-14
254,product_page_redesign,A,2024-01-26
255,product_page_redesign,B,2024-01-14
256,product_page_redesign,A,2024-01-19
257,product_page_redesign,B,2024-01-26
258,product_page_redesign,A,2024-01-11
259,product_page_redesign,B,2024-01-18
260,product_page_redesign,A,2024-01-23
261,product_page_redesign,B,2024-01-08
262,product_page_redesign,A,2024-01-06
263,product_page_redesign,B,2024-01-22
264,product_page_redesign,A,2024-01-22
265,product_page_redesign,B,2024-01-03
266,product_page_redesign,A,2024-01-24
267,product_page_redesign,B,2024-01-30
268,product_page_redesign,A,2024-01-23
269,product_page_redesign,B,2024-01-19
270,product_page_redesign,A,2024-01-27
271,product_page_redesign,B,2024-01-16
272,product_page_redesign,A,2024-01-04
273,product_page_redesign,B,2024-01-19
274,product_page_redesign,A,2024-01-20
275,product_page_redesign,B,2024-01-15
276,product_page_redesign,A,2024-01-11
277,product_page_redesign,B,2024-01-18
278,product_page_redesign,A,2024-01-04
279,product_page_redesign,B,2024-01-27
280,product_page_redesign,A,2024-01-15
281,product_page_redesign,B,2024-01-06
282,product_page_redesign,A,2024-01-10
283,product_page_redesign,B,2024-01-13
284,product_page_redesign,A,2024-01-03
285,product_page_redesign,B,2024-01-20
286,product_page_redesign,A,2024-01-04
287,product_page_redesign,B,2024-01-22
288,product_page_redesign,A,2024-01-27
289,product_page_redesign,B,2024-01-20
290,product_page_redesign,A,2024-01-25
291,product_page_redesign,B,2024-01-27
292,product_page_redesign,A,2024-01-13
293,product_page_redesign,B,2024-01-11
294,product_page_redesign,A,2024-01-16
295,product_page_redesign,B,2024-01-21
296,product_page_redesign,A,2024-01-22
297,product_page_redesign,B,2024-01-02
298,product_page_redesign,A,2024-01-03
299,product_page_redesign,B,2024-01-07
300,product_page_redesign,A,2024-01-27
301,product_page_redesign,B,2024-01-05
302,product_page_redesign,A,2024-01-29
303,product_page_redesign,B,2024-01-19
304,product_page_redesign,A,2024-01-29
305,product_page_redesign,B,2024-01-25
306,product_page_redesign,A,2024-01-21
307,product_page_redesign,B,2024-01-26
308,product_page_redesign,A,2024-01-01
309,product_page_redesign,B,2024-01-25
310,product_page_redesign,A,2024-01-05
311,product_page_redesign,B,2024-01-22
312,product_page_redesign,A,2024-01-05
313,product_page_redesign,B,2024-01-15
314,product_page_redesign,A,2024-01-18
315,product_page_redesign,B,2024-01-10
316,product_page_redesign,A,2024-01-13
317,product_page_redesign,B,2024-01-20
318,product_page_redesign,A,2024-01-19
319,product_page_redesign,B,2024-01-15
320,product_page_redesign,A,2024-01-07
321,product_page_redesign,B,2024-01-07
322,product_page_redesign,A,2024-01-22
323,product_page_redesign,B,2024-01-29
324,product_page_redesign,A,2024-01-11
325,product_page_redesign,B,2024-01-10
326,product_page_redesign,A,2024-01-19
327,product_page_redesign,B,2024-01-26
328,product_page_redesign,A,2024-01-30
329,product_page_redesign,B,2024-01-22
330,product_page_redesign,A,2024-01-10
331,product_page_redesign,B,2024-01-30
332,product_page_redesign,A,2024-01-30
333,product_page_redesign,B,2024-01-14
334,product_page_redesign,A,2024-01-23
335,product_page_redesign,B,2024-01-30
336,product_page_redesign,A,2024-01-12
337,product_page_redesign,B,2024-01-03
338,product_page_redesign,A,2024-01-19
339,product_page_redesign,B,2024-01-01
340,product_page_redesign,A,2024-01-20
341,product_page_redesign,B,2024-01-17
342,product_page_redesign,A,2024-01-13
343,product_page_redesign,B,2024-01-28
344,product_page_redesign,A,2024-01-05
345,product_page_redesign,B,2024-01-28
346,product_page_redesign,A,2024-01-10
347,product_page_redesign,B,2024-01-02
348,product_page_redesign,A,2024-01-12
349,product_page_redesign,B,2024-01-29
350,product_page_redesign,A,2024-01-18
351,product_page_redesign,B,2024-01-02
352,product_page_redesign,A,2024-01-01
353,product_page_redesign,B,2024-01-23
354,product_page_redesign,A,2024-01-18
355,product_page_redesign,B,2024-01-27
356,product_page_redesign,A,2024-01-12
357,product_page_redesign,B,2024-01-04
358,product_page_redesign,A,2024-01-28
359,product_page_redesign,B,2024-01-10
360,product_page_redesign,A,2024-01-28
361,product_page_redesign,B,2024-01-01
362,product_page_redesign,A,2024-01-08
363,product_page_redesign,B,2024-01-14
364,product_page_redesign,A,2024-01-23
365,product_page_redesign,B,2024-01-19
366,product_page_redesign,A,2024-01-13
367,product_page_redesign,B,2024-01-21
368,product_page_redesign,A,2024-01-11
369,product_page_redesign,B,2024-01-23
370,product_page_redesign,A,2024-01-13
371,product_page_redesign,B,2024-01-13
372,product_page_redesign,A,2024-01-13
373,product_page_redesign,B,2024-01-14
374,product_page_redesign,A,2024-01-18
375,product_page_redesign,B,2024-01-07
376,product_page_redesign,A,2024-01-22
377,product_page_redesign,B,2024-01-06
378,product_page_redesign,A,2024-01-16
379,product_page_redesign,B,2024-01-05
380,product_page_redesign,A,2024-01-07
381,product_page_redesign,B,2024-01-18
382,product_page_redesign,A,2024-01-13
383,product_page_redesign,B,2024-01-27
384,product_page_redesign,A,2024-01-30
385,product_page_redesign,B,2024-01-12
386,product_page_redesign,A,2024-01-27
387,product_page_redesign,B,2024-01-14
388,product_page_redesign,A,2024-01-05
389,product_page_redesign,B,2024-01-10
390,product_page_redesign,A,2024-01-28
391,product_page_redesign,B,2024-01-22
392,product_page_redesign,A,2024-01-05
393,product_page_redesign,B,2024-01-05
394,product_page_redesign,A,2024-01-01
395,product_page_redesign,B,2024-01-03
396,product_page_redesign,A,2024-01-21
397,product_page_redesign,B,2024-01-01
398,product_page_redesign,A,2024-01-05
399,product_page_redesign,B,2024-01-24
400,product_page_redesign,A,2024-01-29
401,product_page_redesign,B,2024-01-16
402,product_page_redesign,A,2024-01-22
403,product_page_redesign,B,2024-01-14
404,product_page_redesign,A,2024-01-05
405,product_page_redesign,B,2024-01-03
406,product_page_redesign,A,2024-01-05
407,product_page_redesign,B,2024-01-21
408,product_page_redesign,A,2024-01-26
409,product_page_redesign,B,2024-01-14
410,product_page_redesign,A,2024-01-28
411,product_page_redesign,B,2024-01-15
412,product_page_redesign,A,2024-01-29
413,product_page_redesign,B,2024-01-26
414,product_page_redesign,A,2024-01-23
415,product_page_redesign,B,2024-01-20
416,product_page_redesign,A,2024-01-30
417,product_page_redesign,B,2024-01-14
418,product_page_redesign,A,2024-01-20
419,product_page_redesign,B,2024-01-06
420,product_page_redesign,A,2024-01-15
421,product_page_redesign,B,2024-01-17
422,product_page_redesign,A,2024-01-14
423,product_page_redesign,B,2024-01-18
424,product_page_redesign,A,2024-01-27
425,product_page_redesign,B,2024-01-15
426,product_page_redesign,A,2024-01-13
427,product_page_redesign,B,2024-01-12
428,product_page_redesign,A,2024-01-08
429,product_page_redesign,B,2024-01-06
430,product_page_redesign,A,2024-01-14
431,product_page_redesign,B,2024-01-20
432,product_page_redesign,A,2024-01-01
433,product_page_redesign,B,2024-01-19
434,product_page_redesign,A,2024-01-16
435,product_page_redesign,B,2024-01-28
436,product_page_redesign,A,2024-01-24
437,product_page_redesign,B,2024-01-08
438,product_page_redesign,A,2024-01-23
439,product_page_redesign,B,2024-01-17
440,product_page_redesign,A,2024-01-09
441,product_page_redesign,B,2024-01-14
442,product_page_redesign,A,2024-01-30
443,product_page_redesign,B,2024-01-18
444,product_page_redesign,A,2024-01-19
445,product_page_redesign,B,2024-01-12
446,product_page_redesign,A,2024-01-02
447,product_page_redesign,B,2024-01-02
448,product_page_redesign,A,2024-01-19
449,product_page_redesign,B,2024-01-16
450,product_page_redesign,A,2024-01-23
451,product_page_redesign,B,2024-01-12
452,product_page_redesign,A,2024-01-04
453,product_page_redesign,B,2024-01-19
454,product_page_redesign,A,2024-01-16
455,product_page_redesign,B,2024-01-23
456,product_page_redesign,A,2024-01-03
457,product_page_redesign,B,2024-01-05
458,product_page_redesign,A,2024-01-24
459,product_page_redesign,B,2024-01-24
460,product_page_redesign,A,2024-01-17
461,product_page_redesign,B,2024-01-28
462,product_page_redesign,A,2024-01-25
463,product_page_redesign,B,2024-01-25
464,product_page_redesign,A,2024-01-09
465,product_page_redesign,B,2024-01-15
466,product_page_redesign,A,2024-01-17
467,product_page_redesign,B,2024-01-03
468,product_page_redesign,A,2024-01-17
469,product_page_redesign,B,2024-01-29
470,product_page_redesign,A,2024-01-20
471,product_page_redesign,B,2024-01-03
472,product_page_redesign,A,2024-01-08
473,product_page_redesign,B,2024-01-16
474,product_page_redesign,A,2024-01-21
475,product_page_redesign,B,2024-01-24
476,product_page_redesign,A,2024-01-22
477,product_page_redesign,B,2024-01-22
478,product_page_redesign,A,2024-01-03
479,product_page_redesign,B,2024-01-22
480,product_page_redesign,A,2024-01-21
481,product_page_redesign,B,2024-01-18
482,product_page_redesign,A,2024-01-26
483,product_page_redesign,B,2024-01-19
484,product_page_redesign,A,2024-01-10
485,product_page_redesign,B,2024-01-20
486,product_page_redesign,A,2024-01-02
487,product_page_redesign,B,2024-01-29
488,product_page_redesign,A,2024-01-11
489,product_page_redesign,B,2024-01-18
490,product_page_redesign,A,2024-01-25
491,product_page_redesign,B,2024-01-01
492,product_page_redesign,A,2024-01-16
493,product_page_redesign,B,2024-01-15
494,product_page_redesign,A,2024-01-17
495,product_page_redesign,B,2024-01-29
496,product_page_redesign,A,2024-01-16
497,product_page_redesign,B,2024-01-19
498,product_page_redesign,A,2024-01-24
499,product_page_redesign,B,2024-01-11
500,product_page_redesign,A,2024-01-14
501,product_page_redesign,B,2024-01-12
502,product_page_redesign,A,2024-01-26
503,product_page_redesign,B,2024-01-10
504,product_page_redesign,A,2024-01-10
505,product_page_redesign,B,2024-01-06
506,product_page_redesign,A,2024-01-02
507,product_page_redesign,B,2024-01-23
508,product_page_redesign,A,2024-01-30
509,product_page_redesign,B,2024-01-20
510,product_page_redesign,A,2024-01-24
511,product_page_redesign,B,2024-01-10
512,product_page_redesign,A,2024-01-24
513,product_page_redesign,B,2024-01-26
514,product_page_redesign,A,2024-01-19
515,product_page_redesign,B,2024-01-09
516,product_page_redesign,A,2024-01-02
517,product_page_redesign,B,2024-01-21
518,product_page_redesign,A,2024-01-16
519,product_page_redesign,B,2024-01-19
520,product_page_redesign,A,2024-01-06
521,product_page_redesign,B,2024-01-19
522,product_page_redesign,A,2024-01-02
523,product_page_redesign,B,2024-01-22
524,product_page_redesign,A,2024-01-10
525,product_page_redesign,B,2024-01-26
526,product_page_redesign,A,2024-01-24
527,product_page_redesign,B,2024-01-20
528,product_page_redesign,A,2024-01-01
529,product_page_redesign,B,2024-01-10
530,product_page_redesign,A,2024-01-16
531,product_page_redesign,B,2024-01-03
532,product_page_redesign,A,2024-01-05
533,product_page_redesign,B,2024-01-17
534,product_page_redesign,A,2024-01-03
535,product_page_redesign,B,2024-01-28
536,product_page_redesign,A,2024-01-26
537,product_page_redesign,B,2024-01-09
538,product_page_redesign,A,2024-01-09
539,product_page_redesign,B,2024-01-05
540,product_page_redesign,A,2024-01-20
541,product_page_redesign,B,2024-01-09
542,product_page_redesign,A,2024-01-09
543,product_page_redesign,B,2024-01-28
544,product_page_redesign,A,2024-01-09
545,product_page_redesign,B,2024-01-01
546,product_page_redesign,A,2024-01-24
547,product_page_redesign,B,2024-01-04
548,product_page_redesign,A,2024-01-20
549,product_page_redesign,B,2024-01-06
550,product_page_redesign,A,2024-01-30
551,product_page_redesign,B,2024-01-19
552,product_page_redesign,A,2024-01-24
553,product_page_redesign,B,2024-01-05
554,product_page_redesign,A,2024-01-22
555,product_page_redesign,B,2024-01-15
556,product_page_redesign,A,2024-01-12
557,product_page_redesign,B,2024-01-26
558,product_page_redesign,A,2024-01-06
559,product_page_redesign,B,2024-01-09
560,product_page_redesign,A,2024-01-26
561,product_page_redesign,B,2024-01-23
562,product_page_redesign,A,2024-01-08
563,product_page_redesign,B,2024-01-16
564,product_page_redesign,A,2024-01-06
565,product_page_redesign,B,2024-01-26
566,product_page_redesign,A,2024-01-17
567,product_page_redesign,B,2024-01-28
568,product_page_redesign,A,2024-01-02
569,product_page_redesign,B,2024-01-11
570,product_page_redesign,A,2024-01-03
571,product_page_redesign,B,2024-01-05
572,product_page_redesign,A,2024-01-20
573,product_page_redesign,B,2024-01-30
574,product_page_redesign,A,2024-01-27
575,product_page_redesign,B,2024-01-05
576,product_page_redesign,A,2024-01-27
577,product_page_redesign,B,2024-01-16
578,product_page_redesign,A,2024-01-25
579,product_page_redesign,B,2024-01-14
580,product_page_redesign,A,2024-01-25
581,product_page_redesign,B,2024-01-13
582,product_page_redesign,A,2024-01-08
583,product_page_redesign,B,2024-01-22
584,product_page_redesign,A,2024-01-15
585,product_page_redesign,B,2024-01-24
586,product_page_redesign,A,2024-01-21
587,product_page_redesign,B,2024-01-06
588,product_page_redesign,A,2024-01-07
589,product_page_redesign,B,2024-01-19
590,product_page_redesign,A,2024-01-24
591,product_page_redesign,B,2024-01-27
592,product_page_redesign,A,2024-01-12
593,product_page_redesign,B,2024-01-02
594,product_page_redesign,A,2024-01-21
595,product_page_redesign,B,2024-01-09
596,product_page_redesign,A,2024-01-25
597,product_page_redesign,B,2024-01-27
598,product_page_redesign,A,2024-01-04
599,product_page_redesign,B,2024-01-02
600,product_page_redesign,A,2024-01-06
601,product_page_redesign,B,2024-01-15
602,product_page_redesign,A,2024-01-13
603,product_page_redesign,B,2024-01-16
604,product_page_redesign,A,2024-01-10
605,product_page_redesign,B,2024-01-16
606,product_page_redesign,A,2024-01-24
607,product_page_redesign,B,2024-01-25
608,product_page_redesign,A,2024-01-30
609,product_page_redesign,B,2024-01-18
610,product_page_redesign,A,2024-01-08
611,product_page_redesign,B,2024-01-13
612,product_page_redesign,A,2024-01-22
613,product_page_redesign,B,2024-01-23
614,product_page_redesign,A,2024-01-13
615,product_page_redesign,B,2024-01-16
616,product_page_redesign,A,2024-01-09
617,product_page_redesign,B,2024-01-05
618,product_page_redesign,A,2024-01-17
619,product_page_redesign,B,2024-01-28
620,product_page_redesign,A,2024-01-14
621,product_page_redesign,B,2024-01-01
622,product_page_redesign,A,2024-01-10
623,product_page_redesign,B,2024-01-30
624,product_page_redesign,A,2024-01-26
625,product_page_redesign,B,2024-01-15
626,product_page_redesign,A,2024-01-13
627,product_page_redesign,B,2024-01-22
628,product_page_redesign,A,2024-01-11
629,product_page_redesign,B,2024-01-17
630,product_page_redesign,A,2024-01-22
631,product_page_redesign,B,2024-01-02
632,product_page_redesign,A,2024-01-04
633,product_page_redesign,B,2024-01-30
634,product_page_redesign,A,2024-01-18
635,product_page_redesign,B,2024-01-21
636,product_page_redesign,A,2024-01-12
637,product_page_redesign,B,2024-01-28
638,product_page_redesign,A,2024-01-14
639,product_page_redesign,B,2024-01-20
640,product_page_redesign,A,2024-01-30
641,product_page_redesign,B,2024-01-21
642,product_page_redesign,A,2024-01-28
643,product_page_redesign,B,2024-01-09
644,product_page_redesign,A,2024-01-11
645,product_page_redesign,B,2024-01-09
646,product_page_redesign,A,2024-01-09
647,product_page_redesign,B,2024-01-26
648,product_page_redesign,A,2024-01-04
649,product_page_redesign,B,2024-01-09
650,product_page_redesign,A,2024-01-21
651,product_page_redesign,B,2024-01-19
652,product_page_redesign,A,2024-01-13
653,product_page_redesign,B,2024-01-15
654,product_page_redesign,A,2024-01-25
655,product_page_redesign,B,2024-01-22
656,product_page_redesign,A,2024-01-24
657,product_page_redesign,B,2024-01-08
658,product_page_redesign,A,2024-01-24
659,product_page_redesign,B,2024-01-22
660,product_page_redesign,A,2024-01-19
661,product_page_redesign,B,2024-01-25
662,product_page_redesign,A,2024-01-07
663,product_page_redesign,B,2024-01-17
664,product_page_redesign,A,2024-01-11
665,product_page_redesign,B,2024-01-22
666,product_page_redesign,A,2024-01-23
667,product_page_redesign,B,2024-01-06
668,product_page_redesign,A,2024-01-11
669,product_page_redesign,B,2024-01-18
670,product_page_redesign,A,2024-01-01
671,product_page_redesign,B,2024-01-22
672,product_page_redesign,A,2024-01-01
673,product_page_redesign,B,2024-01-27
674,product_page_redesign,A,2024-01-03
675,product_page_redesign,B,2024-01-01
676,product_page_redesign,A,2024-01-14
677,product_page_redesign,B,2024-01-04
678,product_page_redesign,A,2024-01-17
679,product_page_redesign,B,2024-01-04
680,product_page_redesign,A,2024-01-22
681,product_page_redesign,B,2024-01-15
682,product_page_redesign,A,2024-01-12
683,product_page_redesign,B,2024-01-08
684,product_page_redesign,A,2024-01-24
685,product_page_redesign,B,2024-01-10
686,product_page_redesign,A,2024-01-09
687,product_page_redesign,B,2024-01-07
688,product_page_redesign,A,2024-01-02
689,product_page_redesign,B,2024-01-01
690,product_page_redesign,A,2024-01-20
691,product_page_redesign,B,2024-01-03
692,product_page_redesign,A,2024-01-02
693,product_page_redesign,B,2024-01-20
694,product_page_redesign,A,2024-01-22
695,product_page_redesign,B,2024-01-29
696,product_page_redesign,A,2024-01-27
697,product_page_redesign,B,2024-01-07
698,product_page_redesign,A,2024-01-20
699,product_page_redesign,B,2024-01-21
700,product_page_redesign,A,2024-01-04
701,product_page_redesign,B,2024-01-23
702,product_page_redesign,A,2024-01-04
703,product_page_redesign,B,2024-01-03
704,product_page_redesign,A,2024-01-28
705,product_page_redesign,B,2024-01-20
706,product_page_redesign,A,2024-01-05
707,product_page_redesign,B,2024-01-13
708,product_page_redesign,A,2024-01-22
709,product_page_redesign,B,2024-01-25
710,product_page_redesign,A,2024-01-29
711,product_page_redesign,B,2024-01-21
712,product_page_redesign,A,2024-01-19
713,product_page_redesign,B,2024-01-26
714,product_page_redesign,A,2024-01-06
715,product_page_redesign,B,2024-01-29
716,product_page_redesign,A,2024-01-04
717,product_page_redesign,B,2024-01-23
718,product_page_redesign,A,2024-01-06
719,product_page_redesign,B,2024-01-09
720,product_page_redesign,A,2024-01-10
721,product_page_redesign,B,2024-01-15
722,product_page_redesign,A,2024-01-22
723,product_page_redesign,B,2024-01-30
724,product_page_redesign,A,2024-01-03
725,product_page_redesign,B,2024-01-21
726,product_page_redesign,A,2024-01-15
727,product_page_redesign,B,2024-01-30
728,product_page_redesign,A,2024-01-09
729,product_page_redesign,B,2024-01-25
730,product_page_redesign,A,2024-01-14
731,product_page_redesign,B,2024-01-23
732,product_page_redesign,A,2024-01-29
733,product_page_redesign,B,2024-01-22
734,product_page_redesign,A,2024-01-25
